Year,Element,Area,Vegetables,Fruits,Grains/Legumes/Nuts/Seeds,Meat/Poultry,Fish/Seafood,Dairy Food Group,Eggs,Vegetal Products,Sugar,Country,Obesity,Undernourished,Population,latlng,region,subregion,ISO_A2,Life expectancy,GDP
Y2017,Food supply (kcal/capita/day),Cyprus,79.0,379.0,825.0,314.0,45.0,478.0,62.0,1972.0,235.0,Cyprus,22.6,5.6,1207000.0,"[35, 33]",Europe,Southern Europe,CY,79.675,13898.88550125
Y2017,Food supply quantity (kg/capita/yr),Cyprus,101.21,149.95999999999995,99.21,72.82,24.930000000000003,226.66,15.74,483.55,57.790000000000006,Cyprus,22.6,5.6,1207000.0,"[35, 33]",Europe,Southern Europe,CY,79.675,13898.88550125
Y2017,Protein supply quantity (g/capita/day),Cyprus,3.45,22.08,22.65,23.53,6.859999999999999,23.64,4.72,35.66000000000001,0.01,Cyprus,22.6,5.6,1207000.0,"[35, 33]",Europe,Southern Europe,CY,79.675,13898.88550125
Y2014,Fat supply quantity (g/capita/day),Czechia,0.45,21.64,5.7700000000000005,22.59,0.8400000000000001,30.72,4.56,64.72,0.0,Czechia,28.5,2.5,10716000.0,"[49.75, 15.5]",Europe,Eastern Europe,CZ,76.76875000000003,
Y2014,Food supply (kcal/capita/day),Czechia,54.0,344.0,909.0,303.0,18.0,560.0,64.0,2343.0,370.0,Czechia,28.5,2.5,10716000.0,"[49.75, 15.5]",Europe,Eastern Europe,CZ,76.76875000000003,
Y2014,Food supply quantity (kg/capita/yr),Czechia,71.81,118.28999999999998,119.2,76.82,8.779999999999998,379.76,16.9,547.5899999999998,62.47,Czechia,28.5,2.5,10716000.0,"[49.75, 15.5]",Europe,Eastern Europe,CZ,76.76875000000003,
Y2014,Protein supply quantity (g/capita/day),Czechia,2.33,20.79,25.85,23.17,2.66,41.3,4.98,37.33,0.01,Czechia,28.5,2.5,10716000.0,"[49.75, 15.5]",Europe,Eastern Europe,CZ,76.76875000000003,
Y2015,Fat supply quantity (g/capita/day),Czechia,0.46,22.85,4.13,23.79000000000001,0.8200000000000001,30.82,4.54,55.07000000000001,0.0,Czechia,28.5,2.5,10716000.0,"[49.75, 15.5]",Europe,Eastern Europe,CZ,76.76875000000003,
Y2015,Food supply (kcal/capita/day),Czechia,54.0,365.0,874.0,318.0,19.0,552.0,64.0,2231.0,381.0,Czechia,28.5,2.5,10716000.0,"[49.75, 15.5]",Europe,Eastern Europe,CZ,76.76875000000003,
Y2015,Food supply quantity (kg/capita/yr),Czechia,71.41,127.34000000000002,114.81,80.42,9.3,374.26,16.8,536.87,63.62000000000001,Czechia,28.5,2.5,10716000.0,"[49.75, 15.5]",Europe,Eastern Europe,CZ,76.76875000000003,
Y2015,Protein supply quantity (g/capita/day),Czechia,2.3,21.71,25.18,24.14,2.68,40.68,5.0,35.85999999999999,0.01,Czechia,28.5,2.5,10716000.0,"[49.75, 15.5]",Europe,Eastern Europe,CZ,76.76875000000003,
Y2016,Fat supply quantity (g/capita/day),Czechia,0.49,22.76,4.35,23.84,0.78,33.64,4.66,66.17000000000003,0.0,Czechia,28.5,2.5,10716000.0,"[49.75, 15.5]",Europe,Eastern Europe,CZ,76.76875000000003,
Y2016,Food supply (kcal/capita/day),Czechia,59.0,365.0,833.0,321.0,16.0,582.0,66.0,2319.0,381.0,Czechia,28.5,2.5,10716000.0,"[49.75, 15.5]",Europe,Eastern Europe,CZ,76.76875000000003,
Y2016,Food supply quantity (kg/capita/yr),Czechia,77.68,125.78,108.46,81.27,8.929999999999998,391.86,17.18,556.1100000000001,63.95,Czechia,28.5,2.5,10716000.0,"[49.75, 15.5]",Europe,Eastern Europe,CZ,76.76875000000003,
Y2016,Protein supply quantity (g/capita/day),Czechia,2.49,22.02,23.87,24.78,2.4799999999999995,42.54,5.12,35.74000000000001,0.04,Czechia,28.5,2.5,10716000.0,"[49.75, 15.5]",Europe,Eastern Europe,CZ,76.76875000000003,
Y2017,Fat supply quantity (g/capita/day),Czechia,0.49,23.36,4.58,24.42,0.8500000000000001,32.0,4.66,70.41,0.0,Czechia,28.5,2.5,10716000.0,"[49.75, 15.5]",Europe,Eastern Europe,CZ,76.76875000000003,
Y2017,Food supply (kcal/capita/day),Czechia,59.0,383.0,761.0,329.0,19.0,560.0,66.0,2362.0,403.0,Czechia,28.5,2.5,10716000.0,"[49.75, 15.5]",Europe,Eastern Europe,CZ,76.76875000000003,
Y2017,Food supply quantity (kg/capita/yr),Czechia,78.73,131.2,99.82,82.78,9.32,381.86,17.26,560.2099999999998,66.2,Czechia,28.5,2.5,10716000.0,"[49.75, 15.5]",Europe,Eastern Europe,CZ,76.76875000000003,
Y2017,Protein supply quantity (g/capita/day),Czechia,2.5700000000000003,22.78,21.66,25.49,2.7,41.3,5.12,33.53000000000001,0.03,Czechia,28.5,2.5,10716000.0,"[49.75, 15.5]",Europe,Eastern Europe,CZ,76.76875000000003,
Y2014,Fat supply quantity (g/capita/day),"Korea, South",0.8,6.16,5.9899999999999975,6.08,0.38,0.66,2.68,28.24000000000001,0.0,"Korea, South",4.9,2.5,51781000.0,"[37, 127.5]",Asia,Eastern Asia,KR,80.4875,
Y2014,Fat supply quantity (g/capita/day),"Korea, South",1.65,17.44,6.42,21.840000000000003,4.15,4.06,5.62,64.86999999999999,0.0,"Korea, South",4.9,2.5,51781000.0,"[37, 127.5]",Asia,Eastern Asia,KR,80.4875,
Y2014,Food supply (kcal/capita/day),"Korea, South",83.0,140.0,1270.0,78.0,16.0,12.0,38.0,1952.0,41.0,"Korea, South",4.9,2.5,51781000.0,"[37, 127.5]",Asia,Eastern Asia,KR,80.4875,
Y2014,Food supply (kcal/capita/day),"Korea, South",179.0,294.0,1428.0,284.0,106.0,78.0,80.0,2758.0,346.0,"Korea, South",4.9,2.5,51781000.0,"[37, 127.5]",Asia,Eastern Asia,KR,80.4875,
Y2014,Food supply quantity (kg/capita/yr),"Korea, South",126.71,70.83,184.49,13.510000000000002,10.64,6.28,9.6,464.19,4.3,"Korea, South",4.9,2.5,51781000.0,"[37, 127.5]",Asia,Eastern Asia,KR,80.4875,
Y2014,Food supply quantity (kg/capita/yr),"Korea, South",216.03,108.31,192.14,63.72,54.41000000000001,36.3,19.82,626.4399999999998,38.41,"Korea, South",4.9,2.5,51781000.0,"[37, 127.5]",Asia,Eastern Asia,KR,80.4875,
Y2014,Protein supply quantity (g/capita/day),"Korea, South",4.88,5.64,26.2,5.33,2.96,0.66,3.02,43.71,0.0,"Korea, South",4.9,2.5,51781000.0,"[37, 127.5]",Asia,Eastern Asia,KR,80.4875,
Y2014,Protein supply quantity (g/capita/day),"Korea, South",9.19,15.81,28.96,19.97,15.41,5.68,6.26,49.48000000000002,0.12,"Korea, South",4.9,2.5,51781000.0,"[37, 127.5]",Asia,Eastern Asia,KR,80.4875,
Y2015,Fat supply quantity (g/capita/day),"Korea, South",0.8,6.26,6.189999999999998,6.18,0.41,0.62,2.6,28.670000000000005,0.0,"Korea, South",4.9,2.5,51781000.0,"[37, 127.5]",Asia,Eastern Asia,KR,80.4875,
Y2015,Fat supply quantity (g/capita/day),"Korea, South",1.5,18.41,6.42,22.89,4.739999999999998,4.48,5.64,64.44999999999999,0.0,"Korea, South",4.9,2.5,51781000.0,"[37, 127.5]",Asia,Eastern Asia,KR,80.4875,
Y2015,Food supply (kcal/capita/day),"Korea, South",83.0,142.0,1276.0,80.0,17.0,12.0,36.0,1965.0,40.0,"Korea, South",4.9,2.5,51781000.0,"[37, 127.5]",Asia,Eastern Asia,KR,80.4875,
Y2015,Food supply (kcal/capita/day),"Korea, South",162.0,303.0,1434.0,297.0,116.0,84.0,80.0,2736.0,342.0,"Korea, South",4.9,2.5,51781000.0,"[37, 127.5]",Asia,Eastern Asia,KR,80.4875,
Y2015,Food supply quantity (kg/capita/yr),"Korea, South",127.06,71.42,185.02,13.66,11.27,6.22,9.3,467.13999999999976,4.15,"Korea, South",4.9,2.5,51781000.0,"[37, 127.5]",Asia,Eastern Asia,KR,80.4875,
Y2015,Food supply quantity (kg/capita/yr),"Korea, South",196.1,109.12,193.26,66.76,55.46000000000001,36.48,19.92,604.9600000000004,38.17,"Korea, South",4.9,2.5,51781000.0,"[37, 127.5]",Asia,Eastern Asia,KR,80.4875,
Y2015,Protein supply quantity (g/capita/day),"Korea, South",4.88,5.74,26.33,5.4,3.0899999999999994,0.64,2.92,43.790000000000006,0.0,"Korea, South",4.9,2.5,51781000.0,"[37, 127.5]",Asia,Eastern Asia,KR,80.4875,
Y2015,Protein supply quantity (g/capita/day),"Korea, South",8.29,16.569999999999997,29.100000000000005,20.86,16.28,6.04,6.28,48.24,0.12,"Korea, South",4.9,2.5,51781000.0,"[37, 127.5]",Asia,Eastern Asia,KR,80.4875,
Y2016,Fat supply quantity (g/capita/day),"Korea, South",0.79,6.42,5.919999999999999,6.32,0.41,0.66,2.58,25.47,0.0,"Korea, South",4.9,2.5,51781000.0,"[37, 127.5]",Asia,Eastern Asia,KR,80.4875,
Y2016,Fat supply quantity (g/capita/day),"Korea, South",1.44,18.92,6.4499999999999975,23.59,4.13,4.38,5.66,63.39,0.0,"Korea, South",4.9,2.5,51781000.0,"[37, 127.5]",Asia,Eastern Asia,KR,80.4875,
Y2016,Food supply (kcal/capita/day),"Korea, South",82.0,144.0,1261.0,81.0,18.0,12.0,36.0,1923.0,43.0,"Korea, South",4.9,2.5,51781000.0,"[37, 127.5]",Asia,Eastern Asia,KR,80.4875,
Y2016,Food supply (kcal/capita/day),"Korea, South",160.0,308.0,1435.0,307.0,111.0,80.0,80.0,2720.0,343.0,"Korea, South",4.9,2.5,51781000.0,"[37, 127.5]",Asia,Eastern Asia,KR,80.4875,
Y2016,Food supply quantity (kg/capita/yr),"Korea, South",127.01,72.58000000000001,183.34000000000003,14.15,11.45,6.2,9.26,464.5399999999999,4.05,"Korea, South",4.9,2.5,51781000.0,"[37, 127.5]",Asia,Eastern Asia,KR,80.4875,
Y2016,Food supply quantity (kg/capita/yr),"Korea, South",189.1,110.22,193.1,68.95,55.09,32.88,19.98,597.76,38.23,"Korea, South",4.9,2.5,51781000.0,"[37, 127.5]",Asia,Eastern Asia,KR,80.4875,
Y2016,Protein supply quantity (g/capita/day),"Korea, South",4.86,5.93,25.97,5.6,3.1,0.68,2.92,43.47000000000001,0.0,"Korea, South",4.9,2.5,51781000.0,"[37, 127.5]",Asia,Eastern Asia,KR,80.4875,
Y2016,Protein supply quantity (g/capita/day),"Korea, South",8.049999999999999,16.919999999999998,29.24,21.649999999999995,16.26,5.68,6.3,47.55,0.12,"Korea, South",4.9,2.5,51781000.0,"[37, 127.5]",Asia,Eastern Asia,KR,80.4875,
Y2017,Fat supply quantity (g/capita/day),"Korea, South",0.79,6.75,5.539999999999999,6.64,0.41,0.64,2.58,29.390000000000004,0.0,"Korea, South",4.9,2.5,51781000.0,"[37, 127.5]",Asia,Eastern Asia,KR,80.4875,
Y2017,Fat supply quantity (g/capita/day),"Korea, South",1.49,19.31,6.549999999999999,24.06,4.12,4.9,5.82,64.34,0.0,"Korea, South",4.9,2.5,51781000.0,"[37, 127.5]",Asia,Eastern Asia,KR,80.4875,
Y2017,Food supply (kcal/capita/day),"Korea, South",82.0,148.0,1221.0,84.0,18.0,12.0,36.0,1906.0,35.0,"Korea, South",4.9,2.5,51781000.0,"[37, 127.5]",Asia,Eastern Asia,KR,80.4875,
Y2017,Food supply (kcal/capita/day),"Korea, South",165.0,318.0,1419.0,313.0,110.0,88.0,82.0,2741.0,357.0,"Korea, South",4.9,2.5,51781000.0,"[37, 127.5]",Asia,Eastern Asia,KR,80.4875,
Y2017,Food supply quantity (kg/capita/yr),"Korea, South",126.21,73.36,177.19,13.68,11.39,6.2,9.2,459.95000000000016,3.63,"Korea, South",4.9,2.5,51781000.0,"[37, 127.5]",Asia,Eastern Asia,KR,80.4875,
Y2017,Food supply quantity (kg/capita/yr),"Korea, South",197.13,114.04,190.11,70.7,54.98,36.42,20.5,610.1899999999998,39.7,"Korea, South",4.9,2.5,51781000.0,"[37, 127.5]",Asia,Eastern Asia,KR,80.4875,
Y2017,Protein supply quantity (g/capita/day),"Korea, South",4.85,5.68,25.059999999999995,5.33,3.09,0.7,2.9,41.76000000000001,0.0,"Korea, South",4.9,2.5,51781000.0,"[37, 127.5]",Asia,Eastern Asia,KR,80.4875,
Y2017,Protein supply quantity (g/capita/day),"Korea, South",8.4,17.3,28.820000000000004,22.17,16.22,6.38,6.48,47.8,0.12,"Korea, South",4.9,2.5,51781000.0,"[37, 127.5]",Asia,Eastern Asia,KR,80.4875,
Y2014,Fat supply quantity (g/capita/day),Denmark,0.7,16.66,7.8199999999999985,19.7,2.99,44.62,9.2,37.23,0.0,Denmark,21.3,2.5,5829000.0,"[56, 10]",Europe,Northern Europe,DK,79.25625,33067.407915625
Y2014,Food supply (kcal/capita/day),Denmark,75.0,307.0,956.0,279.0,65.0,724.0,130.0,2179.0,478.0,Denmark,21.3,2.5,5829000.0,"[56, 10]",Europe,Northern Europe,DK,79.25625,33067.407915625
Y2014,Food supply quantity (kg/capita/yr),Denmark,97.0,96.11,133.69,63.85,22.97,580.28,31.8,512.28,54.79,Denmark,21.3,2.5,5829000.0,"[56, 10]",Europe,Northern Europe,DK,79.25625,33067.407915625
Y2014,Protein supply quantity (g/capita/day),Denmark,3.26,15.05,28.480000000000004,23.78,8.53,51.64,10.5,39.92,0.01,Denmark,21.3,2.5,5829000.0,"[56, 10]",Europe,Northern Europe,DK,79.25625,33067.407915625
Y2015,Fat supply quantity (g/capita/day),Denmark,0.68,17.39,7.289999999999999,20.17,2.98,46.36,9.04,36.02000000000001,0.0,Denmark,21.3,2.5,5829000.0,"[56, 10]",Europe,Northern Europe,DK,79.25625,33067.407915625
Y2015,Food supply (kcal/capita/day),Denmark,72.0,308.0,937.0,276.0,65.0,746.0,128.0,2156.0,479.0,Denmark,21.3,2.5,5829000.0,"[56, 10]",Europe,Northern Europe,DK,79.25625,33067.407915625
Y2015,Food supply quantity (kg/capita/yr),Denmark,93.14,93.63,131.64,59.9,22.89,602.18,31.16,509.3,54.86,Denmark,21.3,2.5,5829000.0,"[56, 10]",Europe,Northern Europe,DK,79.25625,33067.407915625
Y2015,Protein supply quantity (g/capita/day),Denmark,3.26,13.340000000000002,28.32000000000001,22.03,8.499999999999998,53.5,10.3,39.65000000000001,0.01,Denmark,21.3,2.5,5829000.0,"[56, 10]",Europe,Northern Europe,DK,79.25625,33067.407915625
Y2016,Fat supply quantity (g/capita/day),Denmark,0.7100000000000001,20.65,6.9,23.5,2.97,48.08,8.96,36.48000000000001,0.0,Denmark,21.3,2.5,5829000.0,"[56, 10]",Europe,Northern Europe,DK,79.25625,33067.407915625
Y2016,Food supply (kcal/capita/day),Denmark,75.0,360.0,895.0,330.0,64.0,778.0,128.0,2117.0,480.0,Denmark,21.3,2.5,5829000.0,"[56, 10]",Europe,Northern Europe,DK,79.25625,33067.407915625
Y2016,Food supply quantity (kg/capita/yr),Denmark,96.65,101.68999999999998,124.81000000000004,69.99,22.79,618.36,30.82,500.25000000000006,54.93,Denmark,21.3,2.5,5829000.0,"[56, 10]",Europe,Northern Europe,DK,79.25625,33067.407915625
Y2016,Protein supply quantity (g/capita/day),Denmark,3.27,19.02,27.20000000000001,27.70000000000001,8.459999999999999,55.1,10.22,38.46,0.01,Denmark,21.3,2.5,5829000.0,"[56, 10]",Europe,Northern Europe,DK,79.25625,33067.407915625
Y2017,Fat supply quantity (g/capita/day),Denmark,0.74,21.76,6.99,24.26,2.96,46.28,9.18,38.14,0.0,Denmark,21.3,2.5,5829000.0,"[56, 10]",Europe,Northern Europe,DK,79.25625,33067.407915625
Y2017,Food supply (kcal/capita/day),Denmark,78.0,374.0,937.0,339.0,64.0,736.0,130.0,2183.0,483.0,Denmark,21.3,2.5,5829000.0,"[56, 10]",Europe,Northern Europe,DK,79.25625,33067.407915625
Y2017,Food supply quantity (kg/capita/yr),Denmark,100.9,105.19,131.56,70.82,22.71,614.06,31.58,515.3399999999998,55.29,Denmark,21.3,2.5,5829000.0,"[56, 10]",Europe,Northern Europe,DK,79.25625,33067.407915625
Y2017,Protein supply quantity (g/capita/day),Denmark,3.45,20.4,28.23000000000001,28.32,8.429999999999998,54.3,10.46,39.690000000000026,0.01,Denmark,21.3,2.5,5829000.0,"[56, 10]",Europe,Northern Europe,DK,79.25625,33067.407915625
Y2014,Fat supply quantity (g/capita/day),Djibouti,0.5800000000000001,3.27,5.349999999999999,6.789999999999999,0.33,9.12,0.6,45.46,0.0,Djibouti,12.2,18.9,988000.0,"[11.5, 43]",Africa,Eastern Africa,DJ,60.75625,897.9998706499997
Y2014,Food supply (kcal/capita/day),Djibouti,66.0,97.0,1437.0,87.0,8.0,172.0,8.0,2440.0,324.0,Djibouti,12.2,18.9,988000.0,"[11.5, 43]",Africa,Eastern Africa,DJ,60.75625,897.9998706499997
Y2014,Food supply quantity (kg/capita/yr),Djibouti,89.38,47.87000000000001,168.02000000000004,16.07,3.81,53.62,2.02,403.99,35.35999999999999,Djibouti,12.2,18.9,988000.0,"[11.5, 43]",Africa,Eastern Africa,DJ,60.75625,897.9998706499997
Y2014,Protein supply quantity (g/capita/day),Djibouti,3.48,3.78,37.84,6.18,1.1,10.18,0.62,53.21,0.0,Djibouti,12.2,18.9,988000.0,"[11.5, 43]",Africa,Eastern Africa,DJ,60.75625,897.9998706499997
Y2015,Fat supply quantity (g/capita/day),Djibouti,0.61,3.28,5.81,6.73,0.51,9.6,1.04,47.01000000000002,0.0,Djibouti,12.2,18.9,988000.0,"[11.5, 43]",Africa,Eastern Africa,DJ,60.75625,897.9998706499997
Y2015,Food supply (kcal/capita/day),Djibouti,71.0,92.0,1485.0,87.0,10.0,202.0,14.0,2499.0,322.0,Djibouti,12.2,18.9,988000.0,"[11.5, 43]",Africa,Eastern Africa,DJ,60.75625,897.9998706499997
Y2015,Food supply quantity (kg/capita/yr),Djibouti,93.01,43.26000000000001,173.68999999999997,15.99,4.829999999999999,72.08,3.74,410.9099999999999,35.17,Djibouti,12.2,18.9,988000.0,"[11.5, 43]",Africa,Eastern Africa,DJ,60.75625,897.9998706499997
Y2015,Protein supply quantity (g/capita/day),Djibouti,3.68,3.73,39.1,6.14,1.41,12.2,1.12,55.12000000000001,0.0,Djibouti,12.2,18.9,988000.0,"[11.5, 43]",Africa,Eastern Africa,DJ,60.75625,897.9998706499997
Y2016,Fat supply quantity (g/capita/day),Djibouti,0.55,2.92,5.7,6.07,0.61,9.32,1.1,45.91,0.0,Djibouti,12.2,18.9,988000.0,"[11.5, 43]",Africa,Eastern Africa,DJ,60.75625,897.9998706499997
Y2016,Food supply (kcal/capita/day),Djibouti,63.0,71.0,1474.0,79.0,13.0,190.0,16.0,2464.0,335.0,Djibouti,12.2,18.9,988000.0,"[11.5, 43]",Africa,Eastern Africa,DJ,60.75625,897.9998706499997
Y2016,Food supply quantity (kg/capita/yr),Djibouti,84.19,33.919999999999995,171.82000000000005,14.51,5.76,60.78,4.1,397.60999999999984,36.84,Djibouti,12.2,18.9,988000.0,"[11.5, 43]",Africa,Eastern Africa,DJ,60.75625,897.9998706499997
Y2016,Protein supply quantity (g/capita/day),Djibouti,3.2,3.26,38.69999999999999,5.5600000000000005,1.66,11.16,1.2,53.55999999999998,0.0,Djibouti,12.2,18.9,988000.0,"[11.5, 43]",Africa,Eastern Africa,DJ,60.75625,897.9998706499997
Y2017,Fat supply quantity (g/capita/day),Djibouti,0.55,3.01,5.79,6.16,0.35000000000000003,9.28,0.6,46.62000000000002,0.0,Djibouti,12.2,18.9,988000.0,"[11.5, 43]",Africa,Eastern Africa,DJ,60.75625,897.9998706499997
Y2017,Food supply (kcal/capita/day),Djibouti,64.0,81.0,1502.0,80.0,7.0,170.0,8.0,2494.0,330.0,Djibouti,12.2,18.9,988000.0,"[11.5, 43]",Africa,Eastern Africa,DJ,60.75625,897.9998706499997
Y2017,Food supply quantity (kg/capita/yr),Djibouti,84.25,36.56,175.27000000000004,15.04,3.69,50.2,2.2,393.8799999999998,36.25,Djibouti,12.2,18.9,988000.0,"[11.5, 43]",Africa,Eastern Africa,DJ,60.75625,897.9998706499997
Y2017,Protein supply quantity (g/capita/day),Djibouti,3.22,3.51,39.55000000000001,5.75,1.08,9.3,0.64,54.09000000000001,0.0,Djibouti,12.2,18.9,988000.0,"[11.5, 43]",Africa,Eastern Africa,DJ,60.75625,897.9998706499997
Y2014,Fat supply quantity (g/capita/day),Dominica,0.39,20.58,2.8100000000000005,23.52,2.64,19.98,1.2,38.27,0.0,Dominica,28.2,6.2,72000.0,"[15.41666666, -61.33333333]",Americas,Caribbean,DM,,722.75665
Y2014,Food supply (kcal/capita/day),Dominica,65.0,535.0,685.0,297.0,63.0,386.0,18.0,2335.0,412.0,Dominica,28.2,6.2,72000.0,"[15.41666666, -61.33333333]",Americas,Caribbean,DM,,722.75665
Y2014,Food supply quantity (kg/capita/yr),Dominica,99.97,398.75000000000006,68.78,57.16,32.67,153.74,5.1,812.27,61.57000000000001,Dominica,28.2,6.2,72000.0,"[15.41666666, -61.33333333]",Americas,Caribbean,DM,,722.75665
Y2014,Protein supply quantity (g/capita/day),Dominica,2.35,20.53,17.939999999999994,19.97,9.14,21.46,1.38,37.19,0.0,Dominica,28.2,6.2,72000.0,"[15.41666666, -61.33333333]",Americas,Caribbean,DM,,722.75665
Y2015,Fat supply quantity (g/capita/day),Dominica,0.39,19.9,4.43,22.7,2.77,23.4,1.08,40.23,0.0,Dominica,28.2,6.2,72000.0,"[15.41666666, -61.33333333]",Americas,Caribbean,DM,,722.75665
Y2015,Food supply (kcal/capita/day),Dominica,67.0,536.0,677.0,289.0,68.0,452.0,16.0,2357.0,400.0,Dominica,28.2,6.2,72000.0,"[15.41666666, -61.33333333]",Americas,Caribbean,DM,,722.75665
Y2015,Food supply quantity (kg/capita/yr),Dominica,93.79,402.0899999999999,67.01000000000002,56.49,32.599999999999994,154.7,4.58,816.8299999999997,59.86,Dominica,28.2,6.2,72000.0,"[15.41666666, -61.33333333]",Americas,Caribbean,DM,,722.75665
Y2015,Protein supply quantity (g/capita/day),Dominica,2.56,20.56,18.08,19.76,9.53,23.88,1.24,37.580000000000034,0.0,Dominica,28.2,6.2,72000.0,"[15.41666666, -61.33333333]",Americas,Caribbean,DM,,722.75665
Y2016,Fat supply quantity (g/capita/day),Dominica,0.37,20.15,3.47,22.6,2.77,23.88,1.18,39.15,0.0,Dominica,28.2,6.2,72000.0,"[15.41666666, -61.33333333]",Americas,Caribbean,DM,,722.75665
Y2016,Food supply (kcal/capita/day),Dominica,63.0,538.0,652.0,289.0,62.0,500.0,18.0,2296.0,409.0,Dominica,28.2,6.2,72000.0,"[15.41666666, -61.33333333]",Americas,Caribbean,DM,,722.75665
Y2016,Food supply quantity (kg/capita/yr),Dominica,92.79,406.14,64.84,56.77,28.71,203.14,5.04,808.6800000000003,61.46,Dominica,28.2,6.2,72000.0,"[15.41666666, -61.33333333]",Americas,Caribbean,DM,,722.75665
Y2016,Protein supply quantity (g/capita/day),Dominica,2.39,20.71,17.36,19.86,8.6,29.22,1.36,35.679999999999986,0.0,Dominica,28.2,6.2,72000.0,"[15.41666666, -61.33333333]",Americas,Caribbean,DM,,722.75665
Y2017,Fat supply quantity (g/capita/day),Dominica,0.38,19.500000000000004,2.43,22.01,2.6499999999999995,23.18,1.16,37.15,0.0,Dominica,28.2,6.2,72000.0,"[15.41666666, -61.33333333]",Americas,Caribbean,DM,,722.75665
Y2017,Food supply (kcal/capita/day),Dominica,61.0,532.0,671.0,281.0,62.0,460.0,18.0,2316.0,410.0,Dominica,28.2,6.2,72000.0,"[15.41666666, -61.33333333]",Americas,Caribbean,DM,,722.75665
Y2017,Food supply quantity (kg/capita/yr),Dominica,91.72,408.18,67.33999999999999,55.02,28.07,174.9,4.92,826.17,62.77,Dominica,28.2,6.2,72000.0,"[15.41666666, -61.33333333]",Americas,Caribbean,DM,,722.75665
Y2017,Protein supply quantity (g/capita/day),Dominica,2.31,20.22,17.750000000000004,19.360000000000007,8.549999999999999,26.34,1.34,36.37000000000001,0.0,Dominica,28.2,6.2,72000.0,"[15.41666666, -61.33333333]",Americas,Caribbean,DM,,722.75665
Y2014,Fat supply quantity (g/capita/day),Dominican Republic,0.23,16.95,3.1299999999999994,14.35,0.49,13.8,4.46,69.60000000000001,0.0,Dominican Republic,26.9,9.5,10500000.0,"[19, -70.66666666]",Americas,Caribbean,DO,72.34375,3509.4991863125
Y2014,Food supply (kcal/capita/day),Dominican Republic,31.0,389.0,763.0,198.0,15.0,276.0,68.0,2340.0,310.0,Dominican Republic,26.9,9.5,10500000.0,"[19, -70.66666666]",Americas,Caribbean,DO,72.34375,3509.4991863125
Y2014,Food supply quantity (kg/capita/yr),Dominican Republic,39.76,244.65,109.55,50.58000000000001,9.0,148.34,18.76,597.01,33.349999999999994,Dominican Republic,26.9,9.5,10500000.0,"[19, -70.66666666]",Americas,Caribbean,DO,72.34375,3509.4991863125
Y2014,Protein supply quantity (g/capita/day),Dominican Republic,1.19,15.74,17.54,15.96,2.56,15.36,5.12,32.660000000000004,0.0,Dominican Republic,26.9,9.5,10500000.0,"[19, -70.66666666]",Americas,Caribbean,DO,72.34375,3509.4991863125
Y2015,Fat supply quantity (g/capita/day),Dominican Republic,0.28,17.64,3.0,15.06,0.52,14.66,4.52,68.62,0.0,Dominican Republic,26.9,9.5,10500000.0,"[19, -70.66666666]",Americas,Caribbean,DO,72.34375,3509.4991863125
Y2015,Food supply (kcal/capita/day),Dominican Republic,36.0,415.0,749.0,206.0,16.0,290.0,68.0,2275.0,321.0,Dominican Republic,26.9,9.5,10500000.0,"[19, -70.66666666]",Americas,Caribbean,DO,72.34375,3509.4991863125
Y2015,Food supply quantity (kg/capita/yr),Dominican Republic,48.55,249.02,107.83,52.53,9.08,155.16,19.14,581.55,34.69,Dominican Republic,26.9,9.5,10500000.0,"[19, -70.66666666]",Americas,Caribbean,DO,72.34375,3509.4991863125
Y2015,Protein supply quantity (g/capita/day),Dominican Republic,1.4300000000000002,16.35,17.2,16.490000000000002,2.5500000000000003,16.02,5.2,31.94000000000001,0.0,Dominican Republic,26.9,9.5,10500000.0,"[19, -70.66666666]",Americas,Caribbean,DO,72.34375,3509.4991863125
Y2016,Fat supply quantity (g/capita/day),Dominican Republic,0.28,18.63,3.08,15.36,0.54,16.5,4.5,71.97000000000001,0.0,Dominican Republic,26.9,9.5,10500000.0,"[19, -70.66666666]",Americas,Caribbean,DO,72.34375,3509.4991863125
Y2016,Food supply (kcal/capita/day),Dominican Republic,35.0,425.0,764.0,212.0,16.0,324.0,68.0,2356.0,302.0,Dominican Republic,26.9,9.5,10500000.0,"[19, -70.66666666]",Americas,Caribbean,DO,72.34375,3509.4991863125
Y2016,Food supply quantity (kg/capita/yr),Dominican Republic,47.8,260.1,109.71,54.13999999999999,9.65,175.0,19.06,617.9599999999998,32.33,Dominican Republic,26.9,9.5,10500000.0,"[19, -70.66666666]",Americas,Caribbean,DO,72.34375,3509.4991863125
Y2016,Protein supply quantity (g/capita/day),Dominican Republic,1.4300000000000002,17.14,17.550000000000004,17.02,2.71,17.6,5.18,32.97000000000001,0.0,Dominican Republic,26.9,9.5,10500000.0,"[19, -70.66666666]",Americas,Caribbean,DO,72.34375,3509.4991863125
Y2017,Fat supply quantity (g/capita/day),Dominican Republic,0.26,19.030000000000005,3.25,15.73,0.53,17.58,4.8,74.17,0.0,Dominican Republic,26.9,9.5,10500000.0,"[19, -70.66666666]",Americas,Caribbean,DO,72.34375,3509.4991863125
