Year,Element,Area,Vegetables,Fruits,Grains/Legumes/Nuts/Seeds,Meat/Poultry,Fish/Seafood,Dairy Food Group,Eggs,Vegetal Products,Sugar,Country,Obesity,Undernourished,Population,latlng,region,subregion,ISO_A2,Life expectancy,GDP
Y2015,Food supply quantity (kg/capita/yr),Iceland,65.24,149.10000000000005,80.77999999999999,86.36,91.86,513.26,19.28,483.5399999999999,50.60000000000001,Iceland,23.1,2.5,368000.0,"[65, -18]",Europe,Northern Europe,IS,82.44375,30159.5029075
Y2015,Protein supply quantity (g/capita/day),Iceland,2.48,26.86000000000001,26.83,31.26,26.83,71.34,6.04,40.61999999999999,0.0,Iceland,23.1,2.5,368000.0,"[65, -18]",Europe,Northern Europe,IS,82.44375,30159.5029075
Y2016,Fat supply quantity (g/capita/day),Iceland,0.53,39.51,14.43,44.36,5.68,74.08,5.74,49.84000000000001,0.0,Iceland,23.1,2.5,368000.0,"[65, -18]",Europe,Northern Europe,IS,82.44375,30159.5029075
Y2016,Food supply (kcal/capita/day),Iceland,58.0,588.0,785.0,536.0,165.0,1246.0,82.0,1998.0,378.0,Iceland,23.1,2.5,368000.0,"[65, -18]",Europe,Northern Europe,IS,82.44375,30159.5029075
Y2016,Food supply quantity (kg/capita/yr),Iceland,68.69,151.59,81.84000000000002,88.2,91.31,512.26,21.0,502.28,53.86,Iceland,23.1,2.5,368000.0,"[65, -18]",Europe,Northern Europe,IS,82.44375,30159.5029075
Y2016,Protein supply quantity (g/capita/day),Iceland,2.61,27.41,27.1,31.66,26.67,70.76,6.6,41.43000000000001,0.0,Iceland,23.1,2.5,368000.0,"[65, -18]",Europe,Northern Europe,IS,82.44375,30159.5029075
Y2017,Fat supply quantity (g/capita/day),Iceland,0.56,40.540000000000006,16.02,45.39000000000001,5.64,73.44,6.0,52.45,0.0,Iceland,23.1,2.5,368000.0,"[65, -18]",Europe,Northern Europe,IS,82.44375,30159.5029075
Y2017,Food supply (kcal/capita/day),Iceland,62.0,607.0,800.0,552.0,165.0,1244.0,86.0,2045.0,386.0,Iceland,23.1,2.5,368000.0,"[65, -18]",Europe,Northern Europe,IS,82.44375,30159.5029075
Y2017,Food supply quantity (kg/capita/yr),Iceland,72.52000000000002,160.73999999999995,82.5,91.01,90.72,511.52,21.86,539.64,77.64,Iceland,23.1,2.5,368000.0,"[65, -18]",Europe,Northern Europe,IS,82.44375,30159.5029075
Y2017,Protein supply quantity (g/capita/day),Iceland,2.76,28.57,26.96,33.03,26.49,70.56,6.86,41.46000000000001,0.0,Iceland,23.1,2.5,368000.0,"[65, -18]",Europe,Northern Europe,IS,82.44375,30159.5029075
Y2014,Fat supply quantity (g/capita/day),India,0.45,1.25,6.249999999999999,0.98,0.4,12.52,1.5,36.140000000000015,0.0,India,3.8,14.5,1400100000.0,"[20, 77]",Asia,Southern Asia,IN,65.41874999999999,837.9200509125003
Y2014,Food supply (kcal/capita/day),India,56.0,83.0,1371.0,14.0,12.0,280.0,22.0,2191.0,205.0,India,3.8,14.5,1400100000.0,"[20, 77]",Asia,Southern Asia,IN,65.41874999999999,837.9200509125003
Y2014,Food supply quantity (kg/capita/yr),India,80.64,60.8,179.83,3.5,6.200000000000001,181.06,5.6,406.29999999999984,21.2,India,3.8,14.5,1400100000.0,"[20, 77]",Asia,Southern Asia,IN,65.41874999999999,837.9200509125003
Y2014,Protein supply quantity (g/capita/day),India,3.04,1.85,32.6,1.2400000000000002,1.8500000000000003,17.58,1.64,48.12000000000001,0.06,India,3.8,14.5,1400100000.0,"[20, 77]",Asia,Southern Asia,IN,65.41874999999999,837.9200509125003
Y2015,Fat supply quantity (g/capita/day),India,0.42,1.26,6.31,1.0,0.41,13.4,1.56,35.77999999999999,0.0,India,3.8,14.5,1400100000.0,"[20, 77]",Asia,Southern Asia,IN,65.41874999999999,837.9200509125003
Y2015,Food supply (kcal/capita/day),India,54.0,82.0,1379.0,14.0,13.0,298.0,22.0,2203.0,219.0,India,3.8,14.5,1400100000.0,"[20, 77]",Asia,Southern Asia,IN,65.41874999999999,837.9200509125003
Y2015,Food supply quantity (kg/capita/yr),India,75.47,59.57,178.6,3.67,6.4099999999999975,192.64,5.82,398.0699999999998,22.62,India,3.8,14.5,1400100000.0,"[20, 77]",Asia,Southern Asia,IN,65.41874999999999,837.9200509125003
Y2015,Protein supply quantity (g/capita/day),India,2.89,1.87,32.67,1.3,1.9,18.6,1.7,48.13,0.06,India,3.8,14.5,1400100000.0,"[20, 77]",Asia,Southern Asia,IN,65.41874999999999,837.9200509125003
Y2016,Fat supply quantity (g/capita/day),India,0.43,1.28,6.26,1.03,0.41,14.0,1.64,36.50999999999999,0.0,India,3.8,14.5,1400100000.0,"[20, 77]",Asia,Southern Asia,IN,65.41874999999999,837.9200509125003
Y2016,Food supply (kcal/capita/day),India,55.0,82.0,1397.0,14.0,12.0,312.0,24.0,2226.0,213.0,India,3.8,14.5,1400100000.0,"[20, 77]",Asia,Southern Asia,IN,65.41874999999999,837.9200509125003
Y2016,Food supply quantity (kg/capita/yr),India,76.86,59.73000000000001,184.16,3.77,6.569999999999999,202.3,6.16,403.77000000000015,22.06,India,3.8,14.5,1400100000.0,"[20, 77]",Asia,Southern Asia,IN,65.41874999999999,837.9200509125003
Y2016,Protein supply quantity (g/capita/day),India,2.95,1.88,33.050000000000004,1.32,1.93,19.52,1.8,49.46000000000001,0.05,India,3.8,14.5,1400100000.0,"[20, 77]",Asia,Southern Asia,IN,65.41874999999999,837.9200509125003
Y2017,Fat supply quantity (g/capita/day),India,0.45,1.29,6.39,1.03,0.43,14.76,1.74,38.14999999999998,0.0,India,3.8,14.5,1400100000.0,"[20, 77]",Asia,Southern Asia,IN,65.41874999999999,837.9200509125003
Y2017,Food supply (kcal/capita/day),India,56.0,84.0,1401.0,14.0,13.0,328.0,24.0,2236.0,180.0,India,3.8,14.5,1400100000.0,"[20, 77]",Asia,Southern Asia,IN,65.41874999999999,837.9200509125003
Y2017,Food supply quantity (kg/capita/yr),India,79.86,60.73,186.18,3.78,6.91,212.12,6.5,410.45,18.56,India,3.8,14.5,1400100000.0,"[20, 77]",Asia,Southern Asia,IN,65.41874999999999,837.9200509125003
Y2017,Protein supply quantity (g/capita/day),India,3.04,1.92,33.28,1.33,2.03,20.42,1.9,50.98,0.06,India,3.8,14.5,1400100000.0,"[20, 77]",Asia,Southern Asia,IN,65.41874999999999,837.9200509125003
Y2014,Fat supply quantity (g/capita/day),Indonesia,0.29000000000000004,3.34,7.429999999999999,3.62,2.43,1.34,2.84,45.790000000000006,0.07,Indonesia,6.9,8.3,271739000.0,"[-5, 120]",Asia,South-Eastern Asia,ID,67.55625,1669.116783075
Y2014,Food supply (kcal/capita/day),Indonesia,39.0,115.0,1798.0,48.0,72.0,36.0,40.0,2634.0,168.0,Indonesia,6.9,8.3,271739000.0,"[-5, 120]",Asia,South-Eastern Asia,ID,67.55625,1669.116783075
Y2014,Food supply quantity (kg/capita/yr),Indonesia,42.3,68.16,269.37,10.35,36.97,11.18,9.78,488.17,17.85,Indonesia,6.9,8.3,271739000.0,"[-5, 120]",Asia,South-Eastern Asia,ID,67.55625,1669.116783075
Y2014,Protein supply quantity (g/capita/day),Indonesia,1.69,3.65,36.31,3.5500000000000003,11.86,2.56,3.08,45.36000000000002,0.02,Indonesia,6.9,8.3,271739000.0,"[-5, 120]",Asia,South-Eastern Asia,ID,67.55625,1669.116783075
Y2015,Fat supply quantity (g/capita/day),Indonesia,0.27,3.62,7.5699999999999985,3.74,2.42,1.36,3.04,43.81,0.06,Indonesia,6.9,8.3,271739000.0,"[-5, 120]",Asia,South-Eastern Asia,ID,67.55625,1669.116783075
Y2015,Food supply (kcal/capita/day),Indonesia,39.0,128.0,1834.0,49.0,72.0,36.0,42.0,2662.0,172.0,Indonesia,6.9,8.3,271739000.0,"[-5, 120]",Asia,South-Eastern Asia,ID,67.55625,1669.116783075
Y2015,Food supply quantity (kg/capita/yr),Indonesia,40.81,74.13000000000002,274.8,10.56,38.28,11.68,10.46,494.8499999999997,18.15,Indonesia,6.9,8.3,271739000.0,"[-5, 120]",Asia,South-Eastern Asia,ID,67.55625,1669.116783075
Y2015,Protein supply quantity (g/capita/day),Indonesia,1.64,3.91,37.0,3.61,12.1,2.58,3.3,45.54000000000003,0.02,Indonesia,6.9,8.3,271739000.0,"[-5, 120]",Asia,South-Eastern Asia,ID,67.55625,1669.116783075
Y2016,Fat supply quantity (g/capita/day),Indonesia,0.29000000000000004,3.71,7.67,4.01,2.49,1.44,3.2,44.28,0.07,Indonesia,6.9,8.3,271739000.0,"[-5, 120]",Asia,South-Eastern Asia,ID,67.55625,1669.116783075
Y2016,Food supply (kcal/capita/day),Indonesia,40.0,117.0,1859.0,53.0,76.0,40.0,44.0,2685.0,186.0,Indonesia,6.9,8.3,271739000.0,"[-5, 120]",Asia,South-Eastern Asia,ID,67.55625,1669.116783075
Y2016,Food supply quantity (kg/capita/yr),Indonesia,42.27,68.76,278.40000000000003,11.73,39.33000000000001,12.52,11.02,494.14,19.57,Indonesia,6.9,8.3,271739000.0,"[-5, 120]",Asia,South-Eastern Asia,ID,67.55625,1669.116783075
Y2016,Protein supply quantity (g/capita/day),Indonesia,1.7,4.0,37.62000000000001,4.0,12.41,2.8,3.48,46.25000000000001,0.02,Indonesia,6.9,8.3,271739000.0,"[-5, 120]",Asia,South-Eastern Asia,ID,67.55625,1669.116783075
Y2017,Fat supply quantity (g/capita/day),Indonesia,0.3,3.71,7.85,4.01,2.77,1.56,3.22,45.17,0.07,Indonesia,6.9,8.3,271739000.0,"[-5, 120]",Asia,South-Eastern Asia,ID,67.55625,1669.116783075
Y2017,Food supply (kcal/capita/day),Indonesia,42.0,123.0,1852.0,53.0,85.0,42.0,46.0,2699.0,200.0,Indonesia,6.9,8.3,271739000.0,"[-5, 120]",Asia,South-Eastern Asia,ID,67.55625,1669.116783075
Y2017,Food supply quantity (kg/capita/yr),Indonesia,43.73,71.43,277.28000000000003,11.69,44.68,13.48,11.14,496.14999999999986,20.960000000000004,Indonesia,6.9,8.3,271739000.0,"[-5, 120]",Asia,South-Eastern Asia,ID,67.55625,1669.116783075
Y2017,Protein supply quantity (g/capita/day),Indonesia,1.77,4.02,37.64000000000001,4.01,13.95,2.98,3.52,46.46,0.03,Indonesia,6.9,8.3,271739000.0,"[-5, 120]",Asia,South-Eastern Asia,ID,67.55625,1669.116783075
Y2014,Fat supply quantity (g/capita/day),Iran (Islamic Republic of),0.86,8.329999999999998,16.57,8.799999999999997,0.8500000000000001,9.78,4.22,51.63000000000002,0.0,Iran (Islamic Republic of),25.5,4.9,84150000.0,"[32, 53]",Asia,Southern Asia,IR,73.85625,
Y2014,Food supply (kcal/capita/day),Iran (Islamic Republic of),113.0,310.0,1647.0,132.0,21.0,182.0,58.0,2714.0,278.0,Iran (Islamic Republic of),25.5,4.9,84150000.0,"[32, 53]",Asia,Southern Asia,IR,73.85625,
Y2014,Food supply quantity (kg/capita/yr),Iran (Islamic Republic of),202.24,167.1,211.44,33.4,10.61,129.66,15.12,659.42,32.18,Iran (Islamic Republic of),25.5,4.9,84150000.0,"[32, 53]",Asia,Southern Asia,IR,73.85625,
Y2014,Protein supply quantity (g/capita/day),Iran (Islamic Republic of),4.609999999999999,13.06,46.69000000000001,12.39,3.03,11.72,4.44,60.92,0.01,Iran (Islamic Republic of),25.5,4.9,84150000.0,"[32, 53]",Asia,Southern Asia,IR,73.85625,
Y2015,Fat supply quantity (g/capita/day),Iran (Islamic Republic of),0.9,8.01,17.990000000000006,8.58,0.8700000000000001,7.82,4.1,51.56999999999999,0.0,Iran (Islamic Republic of),25.5,4.9,84150000.0,"[32, 53]",Asia,Southern Asia,IR,73.85625,
Y2015,Food supply (kcal/capita/day),Iran (Islamic Republic of),120.0,310.0,1677.0,130.0,21.0,148.0,58.0,2736.0,278.0,Iran (Islamic Republic of),25.5,4.9,84150000.0,"[32, 53]",Asia,Southern Asia,IR,73.85625,
Y2015,Food supply quantity (kg/capita/yr),Iran (Islamic Republic of),202.09,165.81000000000003,215.09,32.62,10.84,104.86,14.68,664.13,32.15,Iran (Islamic Republic of),25.5,4.9,84150000.0,"[32, 53]",Asia,Southern Asia,IR,73.85625,
Y2015,Protein supply quantity (g/capita/day),Iran (Islamic Republic of),4.86,12.6,47.43000000000001,12.1,3.1,9.54,4.3,61.96999999999999,0.01,Iran (Islamic Republic of),25.5,4.9,84150000.0,"[32, 53]",Asia,Southern Asia,IR,73.85625,
Y2016,Fat supply quantity (g/capita/day),Iran (Islamic Republic of),0.78,8.4,16.18,9.15,0.93,7.12,4.28,52.23,0.0,Iran (Islamic Republic of),25.5,4.9,84150000.0,"[32, 53]",Asia,Southern Asia,IR,73.85625,
Y2016,Food supply (kcal/capita/day),Iran (Islamic Republic of),106.0,303.0,1707.0,138.0,23.0,132.0,60.0,2771.0,282.0,Iran (Islamic Republic of),25.5,4.9,84150000.0,"[32, 53]",Asia,Southern Asia,IR,73.85625,
Y2016,Food supply quantity (kg/capita/yr),Iran (Islamic Republic of),179.72,160.08999999999997,219.12,34.72,11.659999999999998,93.64,15.28,641.2199999999996,32.89,Iran (Islamic Republic of),25.5,4.9,84150000.0,"[32, 53]",Asia,Southern Asia,IR,73.85625,
Y2016,Protein supply quantity (g/capita/day),Iran (Islamic Republic of),4.3,13.15,48.34,12.85,3.35,8.58,4.48,62.35,0.01,Iran (Islamic Republic of),25.5,4.9,84150000.0,"[32, 53]",Asia,Southern Asia,IR,73.85625,
Y2017,Fat supply quantity (g/capita/day),Iran (Islamic Republic of),0.8300000000000001,8.61,16.29,9.59,0.93,8.2,4.12,51.37,0.0,Iran (Islamic Republic of),25.5,4.9,84150000.0,"[32, 53]",Asia,Southern Asia,IR,73.85625,
Y2017,Food supply (kcal/capita/day),Iran (Islamic Republic of),110.0,293.0,1716.0,144.0,23.0,152.0,58.0,2752.0,284.0,Iran (Islamic Republic of),25.5,4.9,84150000.0,"[32, 53]",Asia,Southern Asia,IR,73.85625,
Y2017,Food supply quantity (kg/capita/yr),Iran (Islamic Republic of),187.98,149.70999999999995,220.05,35.98,11.730000000000002,107.52,14.76,631.6299999999998,33.0,Iran (Islamic Republic of),25.5,4.9,84150000.0,"[32, 53]",Asia,Southern Asia,IR,73.85625,
Y2017,Protein supply quantity (g/capita/day),Iran (Islamic Republic of),4.51,13.22,48.68,13.38,3.3599999999999994,9.88,4.34,62.31,0.01,Iran (Islamic Republic of),25.5,4.9,84150000.0,"[32, 53]",Asia,Southern Asia,IR,73.85625,
Y2014,Fat supply quantity (g/capita/day),Iraq,0.41,4.27,8.719999999999999,5.0,0.24,5.18,5.54,55.96999999999999,0.0,Iraq,27.4,29.0,39725000.0,"[33, 44]",Asia,Western Asia,IQ,70.35625,3542.55753725
Y2014,Food supply (kcal/capita/day),Iraq,57.0,136.0,1563.0,74.0,6.0,86.0,78.0,2358.0,176.0,Iraq,27.4,29.0,39725000.0,"[33, 44]",Asia,Western Asia,IQ,70.35625,3542.55753725
Y2014,Food supply quantity (kg/capita/yr),Iraq,92.38,60.76,195.51,18.33,3.86,36.68,19.86,400.86,21.38,Iraq,27.4,29.0,39725000.0,"[33, 44]",Asia,Western Asia,IQ,70.35625,3542.55753725
Y2014,Protein supply quantity (g/capita/day),Iraq,2.7,6.47,42.49,6.619999999999999,1.08,4.82,5.82,49.54,0.0,Iraq,27.4,29.0,39725000.0,"[33, 44]",Asia,Western Asia,IQ,70.35625,3542.55753725
Y2015,Fat supply quantity (g/capita/day),Iraq,0.24,3.93,9.62,4.32,0.16999999999999998,6.32,3.44,58.59,0.0,Iraq,27.4,29.0,39725000.0,"[33, 44]",Asia,Western Asia,IQ,70.35625,3542.55753725
Y2015,Food supply (kcal/capita/day),Iraq,28.0,131.0,1504.0,65.0,4.0,114.0,48.0,2315.0,213.0,Iraq,27.4,29.0,39725000.0,"[33, 44]",Asia,Western Asia,IQ,70.35625,3542.55753725
Y2015,Food supply quantity (kg/capita/yr),Iraq,45.02,66.78,185.47,16.279999999999998,2.44,34.06,12.28,352.66,27.74,Iraq,27.4,29.0,39725000.0,"[33, 44]",Asia,Western Asia,IQ,70.35625,3542.55753725
Y2015,Protein supply quantity (g/capita/day),Iraq,1.38,6.0,41.24,5.95,0.6900000000000001,6.82,3.6,46.53000000000003,0.0,Iraq,27.4,29.0,39725000.0,"[33, 44]",Asia,Western Asia,IQ,70.35625,3542.55753725
Y2016,Fat supply quantity (g/capita/day),Iraq,0.23,3.71,9.43,4.0200000000000005,0.19,5.12,4.46,53.78,0.0,Iraq,27.4,29.0,39725000.0,"[33, 44]",Asia,Western Asia,IQ,70.35625,3542.55753725
Y2016,Food supply (kcal/capita/day),Iraq,27.0,123.0,1501.0,61.0,4.0,94.0,62.0,2258.0,195.0,Iraq,27.4,29.0,39725000.0,"[33, 44]",Asia,Western Asia,IQ,70.35625,3542.55753725
Y2016,Food supply quantity (kg/capita/yr),Iraq,41.27,61.8,184.27,15.230000000000002,2.78,29.64,15.96,341.82,24.41,Iraq,27.4,29.0,39725000.0,"[33, 44]",Asia,Western Asia,IQ,70.35625,3542.55753725
Y2016,Protein supply quantity (g/capita/day),Iraq,1.27,5.64,41.15,5.569999999999999,0.81,5.86,4.68,46.75,0.0,Iraq,27.4,29.0,39725000.0,"[33, 44]",Asia,Western Asia,IQ,70.35625,3542.55753725
Y2017,Fat supply quantity (g/capita/day),Iraq,0.22,4.619999999999999,9.6,4.88,0.2,4.82,5.28,54.01000000000001,0.0,Iraq,27.4,29.0,39725000.0,"[33, 44]",Asia,Western Asia,IQ,70.35625,3542.55753725
Y2017,Food supply (kcal/capita/day),Iraq,28.0,143.0,1500.0,74.0,5.0,88.0,74.0,2303.0,235.0,Iraq,27.4,29.0,39725000.0,"[33, 44]",Asia,Western Asia,IQ,70.35625,3542.55753725
Y2017,Food supply quantity (kg/capita/yr),Iraq,37.53,65.58999999999999,183.33,19.06,3.36,30.14,18.88,333.97,25.57,Iraq,27.4,29.0,39725000.0,"[33, 44]",Asia,Western Asia,IQ,70.35625,3542.55753725
Y2017,Protein supply quantity (g/capita/day),Iraq,1.19,7.02,41.06999999999999,6.98,0.9000000000000001,5.46,5.54,47.21,0.0,Iraq,27.4,29.0,39725000.0,"[33, 44]",Asia,Western Asia,IQ,70.35625,3542.55753725
Y2014,Fat supply quantity (g/capita/day),Ireland,0.62,20.82,9.56,29.25,2.14,41.02,5.12,58.23999999999998,0.0,Ireland,26.9,2.5,5003000.0,"[53, -8]",Europe,Northern Europe,IE,80.15,33835.272005
Y2014,Food supply (kcal/capita/day),Ireland,86.0,388.0,1056.0,396.0,45.0,756.0,72.0,2641.0,477.0,Ireland,26.9,2.5,5003000.0,"[53, -8]",Europe,Northern Europe,IE,80.15,33835.272005
Y2014,Food supply quantity (kg/capita/yr),Ireland,89.91,120.53999999999998,120.11000000000004,85.88,21.83,580.56,17.88,629.26,90.88,Ireland,26.9,2.5,5003000.0,"[53, -8]",Europe,Northern Europe,IE,80.15,33835.272005
Y2014,Protein supply quantity (g/capita/day),Ireland,3.94,21.95,29.230000000000004,30.7,5.94,49.42,5.82,43.76000000000001,0.01,Ireland,26.9,2.5,5003000.0,"[53, -8]",Europe,Northern Europe,IE,80.15,33835.272005
Y2015,Fat supply quantity (g/capita/day),Ireland,0.64,21.01,9.84,29.9,2.33,45.44,4.96,59.90000000000001,0.0,Ireland,26.9,2.5,5003000.0,"[53, -8]",Europe,Northern Europe,IE,80.15,33835.272005
Y2015,Food supply (kcal/capita/day),Ireland,90.0,408.0,1130.0,412.0,48.0,812.0,70.0,2627.0,436.0,Ireland,26.9,2.5,5003000.0,"[53, -8]",Europe,Northern Europe,IE,80.15,33835.272005
Y2015,Food supply quantity (kg/capita/yr),Ireland,94.52,125.77,130.12000000000003,89.08000000000001,21.17,625.02,17.24,609.0200000000002,81.51,Ireland,26.9,2.5,5003000.0,"[53, -8]",Europe,Northern Europe,IE,80.15,33835.272005
Y2015,Protein supply quantity (g/capita/day),Ireland,4.109999999999999,23.97,31.55,33.190000000000005,6.23,52.68,5.62,45.96000000000001,0.01,Ireland,26.9,2.5,5003000.0,"[53, -8]",Europe,Northern Europe,IE,80.15,33835.272005
Y2016,Fat supply quantity (g/capita/day),Ireland,0.65,20.09,9.71,27.84,2.46,38.98,4.94,61.76000000000001,0.0,Ireland,26.9,2.5,5003000.0,"[53, -8]",Europe,Northern Europe,IE,80.15,33835.272005
Y2016,Food supply (kcal/capita/day),Ireland,93.0,398.0,1106.0,386.0,49.0,722.0,70.0,2693.0,513.0,Ireland,26.9,2.5,5003000.0,"[53, -8]",Europe,Northern Europe,IE,80.15,33835.272005
Y2016,Food supply quantity (kg/capita/yr),Ireland,97.54,122.36,126.45,78.53,21.220000000000006,527.8,17.3,613.27,86.75,Ireland,26.9,2.5,5003000.0,"[53, -8]",Europe,Northern Europe,IE,80.15,33835.272005
Y2016,Protein supply quantity (g/capita/day),Ireland,4.21,24.62,30.73000000000001,31.16,6.31,45.52,5.64,45.30000000000002,0.01,Ireland,26.9,2.5,5003000.0,"[53, -8]",Europe,Northern Europe,IE,80.15,33835.272005
Y2017,Fat supply quantity (g/capita/day),Ireland,0.68,20.61,10.04,28.41,2.6499999999999995,37.02,5.22,64.24999999999999,0.0,Ireland,26.9,2.5,5003000.0,"[53, -8]",Europe,Northern Europe,IE,80.15,33835.272005
Y2017,Food supply (kcal/capita/day),Ireland,91.0,406.0,1100.0,379.0,54.0,678.0,74.0,2667.0,449.0,Ireland,26.9,2.5,5003000.0,"[53, -8]",Europe,Northern Europe,IE,80.15,33835.272005
Y2017,Food supply quantity (kg/capita/yr),Ireland,97.14,125.07,125.36,78.67,23.43,468.8,18.26,610.76,78.75999999999998,Ireland,26.9,2.5,5003000.0,"[53, -8]",Europe,Northern Europe,IE,80.15,33835.272005
Y2017,Protein supply quantity (g/capita/day),Ireland,4.17,22.28,30.48,28.69,6.959999999999999,41.04,5.94,45.18000000000001,0.01,Ireland,26.9,2.5,5003000.0,"[53, -8]",Europe,Northern Europe,IE,80.15,33835.272005
Y2014,Fat supply quantity (g/capita/day),Israel,0.99,19.81,8.139999999999999,26.04,1.63,29.98,5.4,99.65000000000003,0.0,Israel,26.7,2.5,9216000.0,"[31.5, 34.75]",Asia,Western Asia,IL,81.3,18860.476015625
Y2014,Food supply (kcal/capita/day),Israel,124.0,427.0,1169.0,405.0,41.0,560.0,78.0,2689.0,256.0,Israel,26.7,2.5,9216000.0,"[31.5, 34.75]",Asia,Western Asia,IL,81.3,18860.476015625
Y2014,Food supply quantity (kg/capita/yr),Israel,169.7,170.07,145.57,96.33,23.85,387.24,19.94,552.0099999999999,31.4,Israel,26.7,2.5,9216000.0,"[31.5, 34.75]",Asia,Western Asia,IL,81.3,18860.476015625
Y2014,Protein supply quantity (g/capita/day),Israel,4.93,30.69,34.47,40.0,6.04,41.06,6.24,52.10000000000001,0.01,Israel,26.7,2.5,9216000.0,"[31.5, 34.75]",Asia,Western Asia,IL,81.3,18860.476015625
Y2015,Fat supply quantity (g/capita/day),Israel,0.8899999999999999,18.99,8.96,25.27,1.51,28.58,5.42,100.32,0.0,Israel,26.7,2.5,9216000.0,"[31.5, 34.75]",Asia,Western Asia,IL,81.3,18860.476015625
Y2015,Food supply (kcal/capita/day),Israel,116.0,414.0,1173.0,396.0,39.0,536.0,78.0,2667.0,249.0,Israel,26.7,2.5,9216000.0,"[31.5, 34.75]",Asia,Western Asia,IL,81.3,18860.476015625
Y2015,Food supply quantity (kg/capita/yr),Israel,156.32,167.37,145.85000000000005,95.04,23.38,365.88,19.96,535.2899999999998,30.71,Israel,26.7,2.5,9216000.0,"[31.5, 34.75]",Asia,Western Asia,IL,81.3,18860.476015625
Y2015,Protein supply quantity (g/capita/day),Israel,4.48,30.39,34.59999999999999,39.46,5.83,38.94,6.26,51.26999999999999,0.01,Israel,26.7,2.5,9216000.0,"[31.5, 34.75]",Asia,Western Asia,IL,81.3,18860.476015625
Y2016,Fat supply quantity (g/capita/day),Israel,0.97,20.21,8.959999999999997,25.33,1.63,30.16,5.6,104.27,0.0,Israel,26.7,2.5,9216000.0,"[31.5, 34.75]",Asia,Western Asia,IL,81.3,18860.476015625
Y2016,Food supply (kcal/capita/day),Israel,122.0,437.0,1132.0,401.0,42.0,562.0,80.0,2690.0,263.0,Israel,26.7,2.5,9216000.0,"[31.5, 34.75]",Asia,Western Asia,IL,81.3,18860.476015625
Y2016,Food supply quantity (kg/capita/yr),Israel,166.93,176.19,140.75000000000003,96.79,24.61000000000001,384.14,20.64,552.9099999999999,32.16,Israel,26.7,2.5,9216000.0,"[31.5, 34.75]",Asia,Western Asia,IL,81.3,18860.476015625
Y2016,Protein supply quantity (g/capita/day),Israel,4.84,30.72,33.55,40.5,6.18,40.84,6.48,50.43000000000001,0.01,Israel,26.7,2.5,9216000.0,"[31.5, 34.75]",Asia,Western Asia,IL,81.3,18860.476015625
Y2017,Fat supply quantity (g/capita/day),Israel,0.8899999999999999,20.01,9.12,25.4,1.79,30.18,5.42,106.31000000000004,0.0,Israel,26.7,2.5,9216000.0,"[31.5, 34.75]",Asia,Western Asia,IL,81.3,18860.476015625
Y2017,Food supply (kcal/capita/day),Israel,106.0,448.0,1119.0,402.0,44.0,562.0,78.0,2698.0,254.0,Israel,26.7,2.5,9216000.0,"[31.5, 34.75]",Asia,Western Asia,IL,81.3,18860.476015625
Y2017,Food supply quantity (kg/capita/yr),Israel,156.24,182.93,138.53,97.0,25.910000000000004,384.72,19.98,551.2999999999998,31.29,Israel,26.7,2.5,9216000.0,"[31.5, 34.75]",Asia,Western Asia,IL,81.3,18860.476015625
Y2017,Protein supply quantity (g/capita/day),Israel,4.39,30.93,32.64,40.58,6.57,40.92,6.26,50.13999999999999,0.01,Israel,26.7,2.5,9216000.0,"[31.5, 34.75]",Asia,Western Asia,IL,81.3,18860.476015625
Y2014,Fat supply quantity (g/capita/day),Italy,0.68,18.340000000000003,7.56,25.26,2.12,39.3,6.44,83.72000000000003,0.0,Italy,22.9,2.5,60296000.0,"[42.83333333, 12.83333333]",Europe,Southern Europe,IT,82.1875,21234.782370625
Y2014,Food supply (kcal/capita/day),Italy,84.0,388.0,1166.0,342.0,53.0,590.0,92.0,2616.0,313.0,Italy,22.9,2.5,60296000.0,"[42.83333333, 12.83333333]",Europe,Southern Europe,IT,82.1875,21234.782370625
Y2014,Food supply quantity (kg/capita/yr),Italy,128.09,180.22,163.78000000000003,78.66,28.18,500.44,23.74,583.7299999999998,32.7,Italy,22.9,2.5,60296000.0,"[42.83333333, 12.83333333]",Europe,Southern Europe,IT,82.1875,21234.782370625
Y2014,Protein supply quantity (g/capita/day),Italy,4.18,20.98,35.75,26.94,7.55,36.66,7.4,49.26,0.0,Italy,22.9,2.5,60296000.0,"[42.83333333, 12.83333333]",Europe,Southern Europe,IT,82.1875,21234.782370625
Y2015,Fat supply quantity (g/capita/day),Italy,0.72,19.05,7.88,25.2,2.14,37.74,6.14,83.97000000000003,0.0,Italy,22.9,2.5,60296000.0,"[42.83333333, 12.83333333]",Europe,Southern Europe,IT,82.1875,21234.782370625
Y2015,Food supply (kcal/capita/day),Italy,87.0,405.0,1199.0,339.0,54.0,580.0,88.0,2649.0,301.0,Italy,22.9,2.5,60296000.0,"[42.83333333, 12.83333333]",Europe,Southern Europe,IT,82.1875,21234.782370625
Y2015,Food supply quantity (kg/capita/yr),Italy,134.7,190.37,168.81,77.67999999999998,29.41,482.6,22.6,603.8699999999998,31.38,Italy,22.9,2.5,60296000.0,"[42.83333333, 12.83333333]",Europe,Southern Europe,IT,82.1875,21234.782370625
