Year,Element,Area,Vegetables,Fruits,Grains/Legumes/Nuts/Seeds,Meat/Poultry,Fish/Seafood,Dairy Food Group,Eggs,Vegetal Products,Sugar,Country,Obesity,Undernourished,Confirmed,Deaths,Recovered,Active,Population
Y2017,Fat supply quantity (g/capita/day),Central African Republic,0.09,5.44,2.6999999999999997,12.66,0.55,3.4,0.22,30.740000000000002,0.0,Central African Republic,6.3,59.6,0.0983229813664596,0.00128364389233954,0.0377846790890269,0.0592546583850932,4830000.0
Y2017,Food supply (kcal/capita/day),Central African Republic,11.0,121.0,315.0,175.0,15.0,62.0,4.0,1494.0,59.0,Central African Republic,6.3,59.6,0.0983229813664596,0.00128364389233954,0.0377846790890269,0.0592546583850932,4830000.0
Y2017,Food supply quantity (kg/capita/yr),Central African Republic,18.47,52.69999999999999,37.33,35.9,7.73,33.8,0.98,414.8499999999999,6.75,Central African Republic,6.3,59.6,0.0983229813664596,0.00128364389233954,0.0377846790890269,0.0592546583850932,4830000.0
Y2017,Protein supply quantity (g/capita/day),Central African Republic,0.64,7.1000000000000005,8.2,14.23,2.26,3.04,0.28,26.140000000000008,0.04,Central African Republic,6.3,59.6,0.0983229813664596,0.00128364389233954,0.0377846790890269,0.0592546583850932,4830000.0
Y2014,Fat supply quantity (g/capita/day),Chad,0.03,1.23,10.03,2.96,0.97,5.32,0.16,40.92,0.0,Chad,4.8,37.5,0.00642294246607809,0.000474017894175505,0.0055578598092078,0.000391064762694792,16877000.0
Y2014,Food supply (kcal/capita/day),Chad,4.0,31.0,1318.0,52.0,26.0,92.0,2.0,1969.0,89.0,Chad,4.8,37.5,0.00642294246607809,0.000474017894175505,0.0055578598092078,0.000391064762694792,16877000.0
Y2014,Food supply quantity (kg/capita/yr),Chad,7.32,11.93,168.88,12.4,8.93,43.78,0.72,282.5399999999999,9.830000000000002,Chad,4.8,37.5,0.00642294246607809,0.000474017894175505,0.0055578598092078,0.000391064762694792,16877000.0
Y2014,Protein supply quantity (g/capita/day),Chad,0.27,1.68,36.15,5.8999999999999995,4.15,4.32,0.2,52.81000000000001,0.0,Chad,4.8,37.5,0.00642294246607809,0.000474017894175505,0.0055578598092078,0.000391064762694792,16877000.0
Y2015,Fat supply quantity (g/capita/day),Chad,0.04,5.859999999999999,9.64,8.25,0.73,9.48,0.16,38.99000000000001,0.0,Chad,4.8,37.5,0.00642294246607809,0.000474017894175505,0.0055578598092078,0.000391064762694792,16877000.0
Y2015,Food supply (kcal/capita/day),Chad,5.0,93.0,1226.0,117.0,20.0,158.0,2.0,1860.0,84.0,Chad,4.8,37.5,0.00642294246607809,0.000474017894175505,0.0055578598092078,0.000391064762694792,16877000.0
Y2015,Food supply quantity (kg/capita/yr),Chad,8.559999999999999,24.049999999999997,155.88,24.95,7.14,72.54,0.7,269.42999999999995,9.150000000000002,Chad,4.8,37.5,0.00642294246607809,0.000474017894175505,0.0055578598092078,0.000391064762694792,16877000.0
Y2015,Protein supply quantity (g/capita/day),Chad,0.3,6.47,33.91,10.01,3.1399999999999997,7.28,0.2,50.660000000000004,0.0,Chad,4.8,37.5,0.00642294246607809,0.000474017894175505,0.0055578598092078,0.000391064762694792,16877000.0
Y2016,Fat supply quantity (g/capita/day),Chad,0.03,6.409999999999999,9.479999999999999,8.74,0.8,9.32,0.16,38.69,0.0,Chad,4.8,37.5,0.00642294246607809,0.000474017894175505,0.0055578598092078,0.000391064762694792,16877000.0
Y2016,Food supply (kcal/capita/day),Chad,4.0,100.0,1209.0,124.0,22.0,154.0,2.0,1853.0,87.0,Chad,4.8,37.5,0.00642294246607809,0.000474017894175505,0.0055578598092078,0.000391064762694792,16877000.0
Y2016,Food supply quantity (kg/capita/yr),Chad,6.459999999999999,24.939999999999998,154.12,25.939999999999998,7.6,72.18,0.66,267.16,9.42,Chad,4.8,37.5,0.00642294246607809,0.000474017894175505,0.0055578598092078,0.000391064762694792,16877000.0
Y2016,Protein supply quantity (g/capita/day),Chad,0.24000000000000002,6.919999999999999,33.54,10.37,3.44,7.12,0.2,50.43,0.0,Chad,4.8,37.5,0.00642294246607809,0.000474017894175505,0.0055578598092078,0.000391064762694792,16877000.0
Y2017,Fat supply quantity (g/capita/day),Chad,0.03,6.719999999999999,9.11,8.98,0.73,10.12,0.16,37.85000000000001,0.0,Chad,4.8,37.5,0.00642294246607809,0.000474017894175505,0.0055578598092078,0.000391064762694792,16877000.0
Y2017,Food supply (kcal/capita/day),Chad,4.0,104.0,1164.0,127.0,20.0,170.0,2.0,1803.0,87.0,Chad,4.8,37.5,0.00642294246607809,0.000474017894175505,0.0055578598092078,0.000391064762694792,16877000.0
Y2017,Food supply quantity (kg/capita/yr),Chad,6.29,25.54,148.41000000000003,26.48,7.18,81.12,0.68,259.5799999999999,9.239999999999998,Chad,4.8,37.5,0.00642294246607809,0.000474017894175505,0.0055578598092078,0.000391064762694792,16877000.0
Y2017,Protein supply quantity (g/capita/day),Chad,0.23,7.209999999999999,31.98,10.55,3.19,7.82,0.2,48.77000000000002,0.0,Chad,4.8,37.5,0.00642294246607809,0.000474017894175505,0.0055578598092078,0.000391064762694792,16877000.0
Y2014,Fat supply quantity (g/capita/day),Chile,0.46,27.620000000000005,6.85,35.59,0.79,16.58,4.8,32.940000000000005,0.0,Chile,28.8,2.7,2.23291217257319,0.0613713405238829,2.08693374422188,,19470000.0
Y2014,Food supply (kcal/capita/day),Chile,62.0,406.0,1188.0,444.0,23.0,276.0,72.0,2266.0,464.0,Chile,28.8,2.7,2.23291217257319,0.0613713405238829,2.08693374422188,,19470000.0
Y2014,Food supply quantity (kg/capita/yr),Chile,73.03999999999999,117.14,148.31,81.74,12.68,173.82,20.28,470.91999999999973,48.39,Chile,28.8,2.7,2.23291217257319,0.0613713405238829,2.08693374422188,,19470000.0
Y2014,Protein supply quantity (g/capita/day),Chile,2.3899999999999997,21.19,31.79,28.810000000000002,3.6700000000000004,16.98,5.52,42.06000000000002,0.0,Chile,28.8,2.7,2.23291217257319,0.0613713405238829,2.08693374422188,,19470000.0
Y2015,Fat supply quantity (g/capita/day),Chile,0.41000000000000003,27.450000000000003,6.510000000000001,35.39,0.8,17.0,4.98,32.13,0.0,Chile,28.8,2.7,2.23291217257319,0.0613713405238829,2.08693374422188,,19470000.0
Y2015,Food supply (kcal/capita/day),Chile,59.0,404.0,1169.0,442.0,21.0,280.0,76.0,2242.0,463.0,Chile,28.8,2.7,2.23291217257319,0.0613713405238829,2.08693374422188,,19470000.0
Y2015,Food supply quantity (kg/capita/yr),Chile,65.47,117.03000000000002,145.63000000000002,81.98,11.450000000000001,178.8,21.06,464.2999999999999,48.4,Chile,28.8,2.7,2.23291217257319,0.0613713405238829,2.08693374422188,,19470000.0
Y2015,Protein supply quantity (g/capita/day),Chile,2.18,20.840000000000003,31.15,29.040000000000003,3.4099999999999997,17.52,5.72,41.430000000000014,0.0,Chile,28.8,2.7,2.23291217257319,0.0613713405238829,2.08693374422188,,19470000.0
Y2016,Fat supply quantity (g/capita/day),Chile,0.43,27.61,6.77,35.800000000000004,0.81,17.28,4.92,31.889999999999997,0.0,Chile,28.8,2.7,2.23291217257319,0.0613713405238829,2.08693374422188,,19470000.0
Y2016,Food supply (kcal/capita/day),Chile,62.0,404.0,1191.0,451.0,21.0,288.0,74.0,2266.0,460.0,Chile,28.8,2.7,2.23291217257319,0.0613713405238829,2.08693374422188,,19470000.0
Y2016,Food supply quantity (kg/capita/yr),Chile,69.5,114.53999999999999,148.57000000000002,84.75,11.23,182.36,20.82,471.3599999999999,47.980000000000004,Chile,28.8,2.7,2.23291217257319,0.0613713405238829,2.08693374422188,,19470000.0
Y2016,Protein supply quantity (g/capita/day),Chile,2.34,21.14,31.82,30.119999999999997,3.39,17.88,5.66,42.21,0.0,Chile,28.8,2.7,2.23291217257319,0.0613713405238829,2.08693374422188,,19470000.0
Y2017,Fat supply quantity (g/capita/day),Chile,0.45,27.9,6.91,35.74,0.93,17.96,4.98,30.88,0.0,Chile,28.8,2.7,2.23291217257319,0.0613713405238829,2.08693374422188,,19470000.0
Y2017,Food supply (kcal/capita/day),Chile,66.0,407.0,1192.0,447.0,23.0,300.0,76.0,2269.0,460.0,Chile,28.8,2.7,2.23291217257319,0.0613713405238829,2.08693374422188,,19470000.0
Y2017,Food supply quantity (kg/capita/yr),Chile,71.81,114.45,148.45000000000005,83.16,11.780000000000001,189.24,20.98,476.85999999999996,48.13,Chile,28.8,2.7,2.23291217257319,0.0613713405238829,2.08693374422188,,19470000.0
Y2017,Protein supply quantity (g/capita/day),Chile,2.52,21.21,31.97,29.27,3.6300000000000003,18.52,5.72,43.15000000000001,0.0,Chile,28.8,2.7,2.23291217257319,0.0613713405238829,2.08693374422188,,19470000.0
Y2014,Fat supply quantity (g/capita/day),China,2.08,42.82999999999999,7.2299999999999995,44.37,1.4900000000000002,6.78,10.7,37.34999999999999,0.0,China,6.6,8.5,0.00643168602060062,0.00033756778630689903,0.00606723545959205,2.68827747016689e-05,1402385000.0
Y2014,Food supply (kcal/capita/day),China,233.0,564.0,1475.0,485.0,52.0,122.0,150.0,2422.0,70.0,China,6.6,8.5,0.00643168602060062,0.00033756778630689903,0.00606723545959205,2.68827747016689e-05,1402385000.0
Y2014,Food supply quantity (kg/capita/yr),China,350.78,150.86000000000004,196.94000000000008,60.83,35.94,57.42,37.26,780.1699999999998,7.550000000000001,China,6.6,8.5,0.00643168602060062,0.00033756778630689903,0.00606723545959205,2.68827747016689e-05,1402385000.0
Y2014,Protein supply quantity (g/capita/day),China,12.92,18.79,34.769999999999996,19.470000000000002,8.639999999999999,6.46,11.7,59.04999999999996,0.01,China,6.6,8.5,0.00643168602060062,0.00033756778630689903,0.00606723545959205,2.68827747016689e-05,1402385000.0
Y2015,Fat supply quantity (g/capita/day),China,2.18,42.559999999999995,7.43,44.129999999999995,1.56,5.6,12.64,38.11,0.0,China,6.6,8.5,0.00643168602060062,0.00033756778630689903,0.00606723545959205,2.68827747016689e-05,1402385000.0
Y2015,Food supply (kcal/capita/day),China,247.0,559.0,1489.0,481.0,55.0,100.0,178.0,2459.0,74.0,China,6.6,8.5,0.00643168602060062,0.00033756778630689903,0.00606723545959205,2.68827747016689e-05,1402385000.0
Y2015,Food supply quantity (kg/capita/yr),China,367.22,150.26,198.61,60.69,37.5,49.22,44.16,798.27,7.9,China,6.6,8.5,0.00643168602060062,0.00033756778630689903,0.00606723545959205,2.68827747016689e-05,1402385000.0
Y2015,Protein supply quantity (g/capita/day),China,13.6,18.689999999999998,35.209999999999994,19.439999999999998,9.0,5.34,13.86,60.27999999999998,0.01,China,6.6,8.5,0.00643168602060062,0.00033756778630689903,0.00606723545959205,2.68827747016689e-05,1402385000.0
Y2016,Fat supply quantity (g/capita/day),China,2.21,41.78999999999999,7.489999999999999,43.41,1.58,5.6,12.76,37.709999999999994,0.0,China,6.6,8.5,0.00643168602060062,0.00033756778630689903,0.00606723545959205,2.68827747016689e-05,1402385000.0
Y2016,Food supply (kcal/capita/day),China,247.0,554.0,1479.0,476.0,55.0,100.0,180.0,2445.0,75.0,China,6.6,8.5,0.00643168602060062,0.00033756778630689903,0.00606723545959205,2.68827747016689e-05,1402385000.0
Y2016,Food supply quantity (kg/capita/yr),China,370.81,151.39,197.46,60.839999999999996,37.96,48.34,44.7,800.12,8.139999999999999,China,6.6,8.5,0.00643168602060062,0.00033756778630689903,0.00606723545959205,2.68827747016689e-05,1402385000.0
Y2016,Protein supply quantity (g/capita/day),China,13.72,18.7,34.99000000000001,19.5,9.01,5.32,14.04,60.42999999999999,0.01,China,6.6,8.5,0.00643168602060062,0.00033756778630689903,0.00606723545959205,2.68827747016689e-05,1402385000.0
Y2017,Fat supply quantity (g/capita/day),China,2.2399999999999998,41.540000000000006,7.609999999999999,43.18000000000001,1.5800000000000003,5.62,13.06,38.370000000000005,0.0,China,6.6,8.5,0.00643168602060062,0.00033756778630689903,0.00606723545959205,2.68827747016689e-05,1402385000.0
Y2017,Food supply (kcal/capita/day),China,251.0,551.0,1487.0,473.0,55.0,102.0,184.0,2467.0,76.0,China,6.6,8.5,0.00643168602060062,0.00033756778630689903,0.00606723545959205,2.68827747016689e-05,1402385000.0
Y2017,Food supply quantity (kg/capita/yr),China,377.16999999999996,152.95,198.52,60.59,38.18000000000001,48.1,45.44,810.4500000000003,8.299999999999999,China,6.6,8.5,0.00643168602060062,0.00033756778630689903,0.00606723545959205,2.68827747016689e-05,1402385000.0
Y2017,Protein supply quantity (g/capita/day),China,13.94,18.61,35.20000000000001,19.450000000000003,9.08,5.44,14.26,61.02000000000001,0.01,China,6.6,8.5,0.00643168602060062,0.00033756778630689903,0.00606723545959205,2.68827747016689e-05,1402385000.0
Y2014,Fat supply quantity (g/capita/day),Taiwan*,0.78,33.74999999999999,4.7299999999999995,34.019999999999996,1.3100000000000003,6.36,7.1,79.10000000000001,0.0,Taiwan*,,3.5,0.00210927573062262,2.96484540448962e-05,0.0020118593816179603,6.77678949597628e-05,23610000.0
Y2014,Food supply (kcal/capita/day),Taiwan*,109.0,516.0,953.0,413.0,49.0,128.0,100.0,2328.0,295.0,Taiwan*,,3.5,0.00210927573062262,2.96484540448962e-05,0.0020118593816179603,6.77678949597628e-05,23610000.0
Y2014,Food supply quantity (kg/capita/yr),Taiwan*,115.21000000000001,178.94000000000003,133.72,75.98,32.95,55.56,26.02,482.9699999999999,32.26,Taiwan*,,3.5,0.00210927573062262,2.96484540448962e-05,0.0020118593816179603,6.77678949597628e-05,23610000.0
Y2014,Protein supply quantity (g/capita/day),Taiwan*,4.76,23.93,22.910000000000004,24.82,8.47,7.84,7.68,42.57,0.02,Taiwan*,,3.5,0.00210927573062262,2.96484540448962e-05,0.0020118593816179603,6.77678949597628e-05,23610000.0
Y2015,Fat supply quantity (g/capita/day),Taiwan*,0.75,34.55,4.75,34.83,1.3000000000000003,6.54,7.52,79.81000000000002,0.0,Taiwan*,,3.5,0.00210927573062262,2.96484540448962e-05,0.0020118593816179603,6.77678949597628e-05,23610000.0
Y2015,Food supply (kcal/capita/day),Taiwan*,103.0,518.0,956.0,422.0,48.0,130.0,106.0,2322.0,281.0,Taiwan*,,3.5,0.00210927573062262,2.96484540448962e-05,0.0020118593816179603,6.77678949597628e-05,23610000.0
Y2015,Food supply quantity (kg/capita/yr),Taiwan*,110.18,174.43,133.62,77.81,31.79,57.0,27.54,471.2,29.659999999999997,Taiwan*,,3.5,0.00210927573062262,2.96484540448962e-05,0.0020118593816179603,6.77678949597628e-05,23610000.0
Y2015,Protein supply quantity (g/capita/day),Taiwan*,4.47,24.39,23.019999999999996,25.32,8.24,8.06,8.14,43.82,0.01,Taiwan*,,3.5,0.00210927573062262,2.96484540448962e-05,0.0020118593816179603,6.77678949597628e-05,23610000.0
Y2016,Fat supply quantity (g/capita/day),Taiwan*,0.79,33.69,4.699999999999999,34.13,1.2100000000000002,6.66,7.88,77.53000000000002,0.0,Taiwan*,,3.5,0.00210927573062262,2.96484540448962e-05,0.0020118593816179603,6.77678949597628e-05,23610000.0
Y2016,Food supply (kcal/capita/day),Taiwan*,107.0,506.0,967.0,415.0,45.0,134.0,112.0,2308.0,287.0,Taiwan*,,3.5,0.00210927573062262,2.96484540448962e-05,0.0020118593816179603,6.77678949597628e-05,23610000.0
Y2016,Food supply quantity (kg/capita/yr),Taiwan*,116.49,167.10000000000002,135.08,76.80999999999999,29.759999999999998,58.02,28.86,474.43,33.96,Taiwan*,,3.5,0.00210927573062262,2.96484540448962e-05,0.0020118593816179603,6.77678949597628e-05,23610000.0
Y2016,Protein supply quantity (g/capita/day),Taiwan*,4.75,23.88,23.500000000000004,25.13,7.75,8.22,8.52,43.63000000000001,0.03,Taiwan*,,3.5,0.00210927573062262,2.96484540448962e-05,0.0020118593816179603,6.77678949597628e-05,23610000.0
Y2017,Fat supply quantity (g/capita/day),Taiwan*,0.79,33.769999999999996,4.58,34.13999999999999,1.2000000000000002,6.8,7.62,78.88999999999999,0.0,Taiwan*,,3.5,0.00210927573062262,2.96484540448962e-05,0.0020118593816179603,6.77678949597628e-05,23610000.0
Y2017,Food supply (kcal/capita/day),Taiwan*,111.0,521.0,959.0,417.0,45.0,136.0,108.0,2329.0,292.0,Taiwan*,,3.5,0.00210927573062262,2.96484540448962e-05,0.0020118593816179603,6.77678949597628e-05,23610000.0
Y2017,Food supply quantity (kg/capita/yr),Taiwan*,117.75,180.0,134.48000000000002,77.57,29.69,59.68,27.92,487.39999999999986,33.66,Taiwan*,,3.5,0.00210927573062262,2.96484540448962e-05,0.0020118593816179603,6.77678949597628e-05,23610000.0
Y2017,Protein supply quantity (g/capita/day),Taiwan*,4.9,24.18,23.17,25.37,7.73,8.38,8.26,43.41999999999999,0.02,Taiwan*,,3.5,0.00210927573062262,2.96484540448962e-05,0.0020118593816179603,6.77678949597628e-05,23610000.0
Y2014,Fat supply quantity (g/capita/day),Colombia,0.28,12.409999999999998,2.76,18.48,0.66,20.24,5.56,48.989999999999995,0.0,Colombia,22.1,4.8,1.4487480786344098,0.0463635628185422,1.2122502224739098,0.19013429334196302,49444000.0
Y2014,Food supply (kcal/capita/day),Colombia,35.0,275.0,819.0,241.0,15.0,402.0,84.0,2413.0,600.0,Colombia,22.1,4.8,1.4487480786344098,0.0463635628185422,1.2122502224739098,0.19013429334196302,49444000.0
Y2014,Food supply quantity (kg/capita/yr),Colombia,44.42,143.89000000000001,107.93,52.9,7.4799999999999995,244.62,23.6,533.8799999999999,63.830000000000005,Colombia,22.1,4.8,1.4487480786344098,0.0463635628185422,1.2122502224739098,0.19013429334196302,49444000.0
Y2014,Protein supply quantity (g/capita/day),Colombia,1.27,12.450000000000001,18.86,17.32,2.1799999999999997,24.24,6.4,31.99,0.75,Colombia,22.1,4.8,1.4487480786344098,0.0463635628185422,1.2122502224739098,0.19013429334196302,49444000.0
Y2015,Fat supply quantity (g/capita/day),Colombia,0.27,13.040000000000001,3.06,19.080000000000002,0.64,19.66,5.74,46.41,0.0,Colombia,22.1,4.8,1.4487480786344098,0.0463635628185422,1.2122502224739098,0.19013429334196302,49444000.0
Y2015,Food supply (kcal/capita/day),Colombia,32.0,305.0,879.0,249.0,14.0,390.0,86.0,2453.0,577.0,Colombia,22.1,4.8,1.4487480786344098,0.0463635628185422,1.2122502224739098,0.19013429334196302,49444000.0
Y2015,Food supply quantity (kg/capita/yr),Colombia,42.0,159.73,115.87,54.46,7.370000000000001,237.52,24.38,561.2199999999999,66.94,Colombia,22.1,4.8,1.4487480786344098,0.0463635628185422,1.2122502224739098,0.19013429334196302,49444000.0
Y2015,Protein supply quantity (g/capita/day),Colombia,1.21,13.190000000000001,20.200000000000003,17.82,2.15,23.66,6.62,33.599999999999994,0.72,Colombia,22.1,4.8,1.4487480786344098,0.0463635628185422,1.2122502224739098,0.19013429334196302,49444000.0
Y2016,Fat supply quantity (g/capita/day),Colombia,0.31,13.62,3.53,19.150000000000002,0.62,19.48,5.92,46.400000000000006,0.0,Colombia,22.1,4.8,1.4487480786344098,0.0463635628185422,1.2122502224739098,0.19013429334196302,49444000.0
Y2016,Food supply (kcal/capita/day),Colombia,38.0,307.0,926.0,250.0,14.0,388.0,90.0,2510.0,594.0,Colombia,22.1,4.8,1.4487480786344098,0.0463635628185422,1.2122502224739098,0.19013429334196302,49444000.0
Y2016,Food supply quantity (kg/capita/yr),Colombia,48.56999999999999,160.10000000000002,123.32,55.07,7.28,234.92,25.14,582.37,75.07000000000001,Colombia,22.1,4.8,1.4487480786344098,0.0463635628185422,1.2122502224739098,0.19013429334196302,49444000.0
Y2016,Protein supply quantity (g/capita/day),Colombia,1.44,13.690000000000001,21.150000000000002,17.89,2.12,23.5,6.82,34.49000000000001,0.7000000000000001,Colombia,22.1,4.8,1.4487480786344098,0.0463635628185422,1.2122502224739098,0.19013429334196302,49444000.0
Y2017,Fat supply quantity (g/capita/day),Colombia,0.31,14.35,3.82,19.310000000000002,0.62,20.18,6.04,48.45,0.0,Colombia,22.1,4.8,1.4487480786344098,0.0463635628185422,1.2122502224739098,0.19013429334196302,49444000.0
Y2017,Food supply (kcal/capita/day),Colombia,38.0,318.0,958.0,252.0,14.0,402.0,92.0,2547.0,592.0,Colombia,22.1,4.8,1.4487480786344098,0.0463635628185422,1.2122502224739098,0.19013429334196302,49444000.0
Y2017,Food supply quantity (kg/capita/yr),Colombia,48.72,163.95000000000002,128.97,55.88999999999999,7.17,243.62,25.58,585.9799999999999,75.17999999999999,Colombia,22.1,4.8,1.4487480786344098,0.0463635628185422,1.2122502224739098,0.19013429334196302,49444000.0
Y2017,Protein supply quantity (g/capita/day),Colombia,1.42,14.3,22.09,17.99,2.0999999999999996,24.38,6.94,35.26000000000001,0.7000000000000001,Colombia,22.1,4.8,1.4487480786344098,0.0463635628185422,1.2122502224739098,0.19013429334196302,49444000.0
Y2014,Fat supply quantity (g/capita/day),Congo,0.59,6.08,2.62,6.199999999999999,1.74,2.2,0.28,35.07,0.0,Congo,8.4,40.3,0.277600579920261,0.00637912287060529,0.24724537876042002,0.0239760782892352,5518000.0
Y2014,Food supply (kcal/capita/day),Congo,37.0,144.0,537.0,104.0,53.0,48.0,4.0,2057.0,160.0,Congo,8.4,40.3,0.277600579920261,0.00637912287060529,0.24724537876042002,0.0239760782892352,5518000.0
Y2014,Food supply quantity (kg/capita/yr),Congo,32.61,61.07000000000001,69.65999999999998,27.93,27.94,3.18,1.18,546.2999999999998,17.580000000000002,Congo,8.4,40.3,0.277600579920261,0.00637912287060529,0.24724537876042002,0.0239760782892352,5518000.0
Y2014,Protein supply quantity (g/capita/day),Congo,3.27,10.85,13.68,11.39,8.709999999999999,2.3,0.34,28.790000000000013,0.0,Congo,8.4,40.3,0.277600579920261,0.00637912287060529,0.24724537876042002,0.0239760782892352,5518000.0
Y2015,Fat supply quantity (g/capita/day),Congo,0.5700000000000001,10.08,3.31,10.0,1.42,1.94,0.32,37.480000000000004,0.0,Congo,8.4,40.3,0.277600579920261,0.00637912287060529,0.24724537876042002,0.0239760782892352,5518000.0
Y2015,Food supply (kcal/capita/day),Congo,35.0,198.0,568.0,156.0,47.0,38.0,4.0,2088.0,158.0,Congo,8.4,40.3,0.277600579920261,0.00637912287060529,0.24724537876042002,0.0239760782892352,5518000.0
Y2015,Food supply quantity (kg/capita/yr),Congo,31.45,72.34,72.34,38.760000000000005,25.180000000000003,2.66,1.42,546.1600000000001,17.81,Congo,8.4,40.3,0.277600579920261,0.00637912287060529,0.24724537876042002,0.0239760782892352,5518000.0
Y2015,Protein supply quantity (g/capita/day),Congo,3.12,15.329999999999998,14.399999999999999,15.41,7.749999999999999,2.04,0.4,29.030000000000005,0.0,Congo,8.4,40.3,0.277600579920261,0.00637912287060529,0.24724537876042002,0.0239760782892352,5518000.0
Y2016,Fat supply quantity (g/capita/day),Congo,0.55,9.93,2.95,9.82,1.62,1.72,0.28,36.050000000000004,0.0,Congo,8.4,40.3,0.277600579920261,0.00637912287060529,0.24724537876042002,0.0239760782892352,5518000.0
Y2016,Food supply (kcal/capita/day),Congo,33.0,195.0,574.0,152.0,51.0,32.0,4.0,2070.0,149.0,Congo,8.4,40.3,0.277600579920261,0.00637912287060529,0.24724537876042002,0.0239760782892352,5518000.0
Y2016,Food supply quantity (kg/capita/yr),Congo,30.4,71.44999999999999,73.33999999999999,38.03,27.669999999999998,2.56,1.2,540.7999999999998,16.12,Congo,8.4,40.3,0.277600579920261,0.00637912287060529,0.24724537876042002,0.0239760782892352,5518000.0
Y2016,Protein supply quantity (g/capita/day),Congo,2.99,15.08,14.57,15.11,8.35,1.72,0.34,29.01000000000001,0.0,Congo,8.4,40.3,0.277600579920261,0.00637912287060529,0.24724537876042002,0.0239760782892352,5518000.0
Y2017,Fat supply quantity (g/capita/day),Congo,0.55,9.079999999999998,2.57,9.11,1.7400000000000002,1.28,0.26,34.75000000000001,0.0,Congo,8.4,40.3,0.277600579920261,0.00637912287060529,0.24724537876042002,0.0239760782892352,5518000.0
Y2017,Food supply (kcal/capita/day),Congo,35.0,185.0,583.0,147.0,53.0,26.0,4.0,2082.0,164.0,Congo,8.4,40.3,0.277600579920261,0.00637912287060529,0.24724537876042002,0.0239760782892352,5518000.0
Y2017,Food supply quantity (kg/capita/yr),Congo,31.27,70.69,76.67999999999999,40.11,29.34,2.36,1.12,539.6699999999998,17.040000000000003,Congo,8.4,40.3,0.277600579920261,0.00637912287060529,0.24724537876042002,0.0239760782892352,5518000.0
Y2017,Protein supply quantity (g/capita/day),Congo,3.02,14.71,14.770000000000001,15.16,8.84,1.28,0.32,29.12000000000001,0.0,Congo,8.4,40.3,0.277600579920261,0.00637912287060529,0.24724537876042002,0.0239760782892352,5518000.0
Y2014,Fat supply quantity (g/capita/day),Costa Rica,0.33,9.16,4.1899999999999995,10.95,1.35,29.38,4.66,52.120000000000005,0.03,Costa Rica,25.7,4.8,1.08499315202504,0.0115437292115046,0.40946977108197996,0.6639796517315589,5111000.0
Y2014,Food supply (kcal/capita/day),Costa Rica,42.0,192.0,904.0,168.0,31.0,598.0,70.0,2268.0,522.0,Costa Rica,25.7,4.8,1.08499315202504,0.0115437292115046,0.40946977108197996,0.6639796517315589,5111000.0
Y2014,Food supply quantity (kg/capita/yr),Costa Rica,42.22,122.13999999999999,123.89999999999999,49.83,14.2,347.66,19.52,410.25,53.79,Costa Rica,25.7,4.8,1.08499315202504,0.0115437292115046,0.40946977108197996,0.6639796517315589,5111000.0
Y2014,Protein supply quantity (g/capita/day),Costa Rica,1.6400000000000001,10.85,21.150000000000002,16.03,4.340000000000001,38.26,5.36,35.74,0.03,Costa Rica,25.7,4.8,1.08499315202504,0.0115437292115046,0.40946977108197996,0.6639796517315589,5111000.0
Y2015,Fat supply quantity (g/capita/day),Costa Rica,0.4,10.129999999999999,4.11,11.28,1.4300000000000002,29.64,4.66,53.79000000000001,0.03,Costa Rica,25.7,4.8,1.08499315202504,0.0115437292115046,0.40946977108197996,0.6639796517315589,5111000.0
Y2015,Food supply (kcal/capita/day),Costa Rica,49.0,228.0,878.0,171.0,33.0,604.0,70.0,2268.0,516.0,Costa Rica,25.7,4.8,1.08499315202504,0.0115437292115046,0.40946977108197996,0.6639796517315589,5111000.0
Y2015,Food supply quantity (kg/capita/yr),Costa Rica,52.07,164.43,120.44,50.85,14.74,351.5,19.58,452.34999999999985,53.29,Costa Rica,25.7,4.8,1.08499315202504,0.0115437292115046,0.40946977108197996,0.6639796517315589,5111000.0
Y2015,Protein supply quantity (g/capita/day),Costa Rica,1.8399999999999999,11.54,20.509999999999998,16.259999999999998,4.48,38.7,5.36,34.58999999999999,0.03,Costa Rica,25.7,4.8,1.08499315202504,0.0115437292115046,0.40946977108197996,0.6639796517315589,5111000.0
Y2016,Fat supply quantity (g/capita/day),Costa Rica,0.36,10.69,4.359999999999999,11.75,1.6700000000000002,29.62,5.04,55.68000000000001,0.03,Costa Rica,25.7,4.8,1.08499315202504,0.0115437292115046,0.40946977108197996,0.6639796517315589,5111000.0
Y2016,Food supply (kcal/capita/day),Costa Rica,44.0,242.0,929.0,176.0,38.0,602.0,76.0,2315.0,510.0,Costa Rica,25.7,4.8,1.08499315202504,0.0115437292115046,0.40946977108197996,0.6639796517315589,5111000.0
Y2016,Food supply quantity (kg/capita/yr),Costa Rica,46.5,170.76999999999998,128.10999999999999,51.9,16.560000000000002,351.7,21.12,461.9599999999997,55.480000000000004,Costa Rica,25.7,4.8,1.08499315202504,0.0115437292115046,0.40946977108197996,0.6639796517315589,5111000.0
Y2016,Protein supply quantity (g/capita/day),Costa Rica,1.6800000000000002,12.19,21.56,16.409999999999997,5.05,38.82,5.78,36.22,0.03,Costa Rica,25.7,4.8,1.08499315202504,0.0115437292115046,0.40946977108197996,0.6639796517315589,5111000.0
